id, a9, reg, prov, mun, brgy,a1,a2,a3,a4,a5,b1,b3,b6,b7,b8,b9,b10,b11,b12,c1,c2,c4,c6,c7,c8,c9,c10,e1,e3,d1,d2,d12,d13,d14,d15,d7,d8,d9,d10
1187,2,3,4,21,30,2,17,0,1,5,14,3,5,5,2,1,1,4,4,1,2,2,5,1,2,2,2,3,2,1,2,2,14,2,1,9,2,1,3
1188,2,3,4,21,30,2,15,0,1,4,12,4,4,2,,1,1,4,12,2,99,2,2,6,3,,4,3,1,0,2,2,14,5,,1,1,2,3
1191,unknown,3,4,unknown,unknown,2,15,1,0,4,13,2,2,2,,2,1,3,3,3,2,2,2,1,,,1,3,2,0,,,,,,,,,
1192,2,3,4,22,31,1,9,1,1,3,5,4,4,1,,1,1,2,3,1,4,1,2,1,1,1,1,4,1,0,1,2,7,1,1,99,3,2,3
1194,2,3,4,22,31,2,14,1,1,4,11,2,1,2,,1,1,1,1,2,3,2,2,2,1,1,1,4,1,0,1,1,11,5,0,4,1,2,3
1196,2,3,4,22,31,2,12,1,1,4,10,2,2,2,,1,1,4,6,1,2,2,2,2,1,,1,3,,0,2,1,10,2,,3,3,2,2
1198,unknown,3,4,unknown,unknown,2,11,1,1,3,10,2,4,4,2,2,1,4,3,1,2,3,1,1,1,1,1,1,1,0,1,3,10,2,0,5,1,2,3
1200,unknown,3,4,unknown,unknown,1,15,1,1,4,15,3,5,2,,2,1,4,5,2,3,2,2,2,2,2,1,4,1,0,2,2,12,2,0,7,3,1,3
1202,2,3,4,23,32,2,9,0,1,3,8,2,1,1,,1,0,3,3,2,3,3,1,1,1,1,1,1,,0,1,2,8,1,99,2,2,2,3
1203,2,3,4,23,32,2,14,0,1,4,14,2,2,1,,1,0,4,3,1,3,2,1,2,,,4,3,,0,,,,,,,,,
1204,2,3,4,23,32,1,14,1,1,4,12,2,1,1,,1,1,3,2,2,1,2,2,2,2,1,1,3,,0,3,1,12,2,0,3,3,2,3
1205,2,3,4,23,32,1,13,1,1,4,13,2,1,2,,1,1,12,3,2,1,4,1,1,1,2,2,3,1,0,1,3,13,1,0,6,4,2,2
1206,2,3,4,23,32,1,16,1,0,4,15,2,1,1,,1,1,5,5,2,2,2,2,1,2,1,2,3,2,0,3,3,15,1,0,4,1,2,3
1207,unknown,3,4,unknown,unknown,2,10,0,1,3,8,3,1,5,2,2,1,3,3,2,1,2,1,2,,,2,2,1,0,,,,,,,,,
1208,2,3,4,23,32,1,16,1,1,5,13,2,4,2,,2,0,1,4,2,2,2,7,7,,7,7,3,2,1,,,,,99,,,,
1214,2,3,4,24,33,1,12,1,1,4,11,2,1,1,,1,1,2,1,1,1,1,2,2,2,,1,4,1,0,1,1,12,1,,3,3,2,3
1216,2,3,4,24,33,1,12,1,1,4,10,2,2,1,,1,1,2,2,2,1,2,2,2,1,,1,2,1,0,1,1,10,1,,3,2,2,3
1218,unknown,3,4,unknown,unknown,2,15,1,1,4,12,3,7,5,2,1,1,9,9,1,1,4,5,5,,5,4,2,1,0,,,,,0,,,,
1219,2,3,4,24,33,1,15,1,0,4,12,2,1,1,,1,1,6,6,2,3,2,4,4,4,1,1,3,1,0,1,4,12,1,0,7,1,2,3
1222,2,3,4,25,34,1,11,1,1,3,9,2,1,2,,1,1,3,7,2,2,2,2,2,2,1,2,4,1,1,1,4,9,3,0,7,3,2,3
1224,2,3,4,25,34,1,16,0,0,3,13,3,1,1,,1,1,2,2,2,3,3,4,2,2,,1,4,,0,1,1,13,1,,6,99,2,2
1225,2,3,4,25,34,1,13,0,1,4,8,2,1,1,,2,1,3,4,1,99,2,2,1,,1,1,4,,0,,,,,0,,,,
1228,unknown,3,4,unknown,unknown,2,17,1,1,5,10,3,2,5,2,2,1,8,8,1,2,3,2,2,,1,5,3,2,1,,,,,0,,,,
1231,unknown,3,4,unknown,unknown,2,9,1,1,3,8,2,1,1,,1,1,4,4,1,2,1,1,5,1,5,1,1,,0,1,1,8,1,0,6,1,2,3
1232,2,3,4,26,35,1,10,1,1,3,8,1,1,1,,1,0,8,8,1,3,2,1,1,1,,1,1,1,0,1,1,8,1,,4,1,2,4
1234,2,3,4,26,35,2,14,0,0,4,9,2,4,2,,2,1,2,3,3,2,2,1,1,1,1,6,3,2,0,3,1,9,2,1,7,1,2,5
1235,2,3,4,26,35,1,13,1,0,4,8,3,2,1,,1,1,5,5,1,2,2,1,1,1,1,1,3,1,0,1,3,9,5,1,6,3,2,3
1236,2,3,4,26,35,2,15,1,1,4,15,3,2,1,1,1,1,4,3,2,1,3,6,2,2,99,6,4,1,0,1,1,15,5,1,7,1,2,1
1237,2,3,4,26,35,2,17,1,1,4,10,3,7,5,2,1,1,1,2,2,2,2,1,1,,2,2,99,1,0,,,,,99,,,,
1239,2,3,4,26,35,1,10,1,1,4,11,2,2,2,,1,0,2,3,2,3,2,1,1,1,1,3,3,2,0,1,1,15,1,0,8,1,2,2
1244,2,3,4,27,36,1,11,1,1,3,7,2,1,1,,1,0,2,1,1,3,2,1,2,1,1,1,1,,0,1,1,7,1,0,2,3,2,3
1245,2,3,4,27,36,2,16,1,1,4,13,2,2,4,2,2,1,2,2,2,2,2,2,2,1,,4,3,2,0,1,1,13,1,,4,3,2,3
1246,2,3,4,27,36,1,13,1,1,4,13,1,1,1,,1,0,2,3,3,1,1,1,1,,,1,2,,0,,,,,,,,,
1249,unknown,3,4,unknown,unknown,2,17,1,1,4,1,3,2,6,2,1,1,2,6,1,3,5,2,1,4,,4,3,1,0,2,1,14,5,,6,2,2,3
1250,2,3,4,27,36,1,16,1,1,4,15,2,1,1,,2,1,1,4,1,3,2,4,2,,2,1,1,1,0,,,,,0,,,,
1251,2,4,5,28,37,2,9,1,1,3,8,2,1,1,,1,0,1,1,2,1,1,1,2,,,1,1,1,0,,,,,,,,,
1252,2,4,5,28,37,1,10,1,1,3,8,2,1,1,,1,1,1,2,2,2,2,2,4,,,1,3,1,0,,,,,,,,,
1253,2,4,5,28,37,2,12,1,1,4,1,3,2,4,1,1,1,4,4,3,2,2,2,7,,1,6,3,1,0,,,,,0,,,,
1254,2,4,5,28,37,2,12,1,1,4,10,2,1,1,,1,1,3,7,1,2,2,2,5,2,1,4,3,2,0,2,3,10,5,99,5,3,2,3
1255,2,4,5,28,37,1,12,1,1,4,5,4,4,1,,1,0,2,3,1,3,4,4,5,5,1,1,3,2,0,1,3,5,2,0,6,2,2,3
1256,2,4,5,28,37,2,16,1,1,4,13,4,1,5,1,1,1,3,5,2,3,2,5,5,99,,99,3,1,1,2,4,13,1,,11,3,2,3
1257,unknown,4,5,unknown,unknown,2,16,1,99,5,1,1,4,99,,99,99,4,99,2,99,99,99,99,99,,99,3,99,0,99,99,99,1,,99,99,99,3
1258,2,4,5,28,37,2,16,1,1,4,10,2,1,1,,1,1,12,12,2,5,7,4,1,1,,1,3,2,0,99,99,99,99,,9,99,99,99
1259,2,4,5,28,37,1,17,1,1,7,10,2,2,2,,1,1,1,1,2,3,2,1,2,1,,2,5,1,0,3,1,11,1,,4,2,2,4
1260,2,4,5,28,37,1,17,1,1,5,12,3,8,2,,1,1,1,1,2,2,2,4,2,2,,1,3,1,0,1,99,12,5,,7,3,2,3
1261,2,4,5,29,38,2,10,1,1,3,9,2,99,1,,1,0,1,2,2,2,2,2,4,1,,1,2,1,0,2,99,99,0,,99,99,99,99
1262,2,4,5,29,38,1,15,1,1,4,14,2,1,1,,1,0,2,3,2,2,2,1,1,,4,2,2,2,0,,,,,0,,,,
1263,2,4,5,29,38,1,9,1,1,3,8,2,1,1,,1,1,1,4,2,2,2,2,2,,,2,3,1,0,,,,,,,,,
1264,2,4,5,29,38,2,12,1,1,4,10,3,1,4,1,1,1,1,4,1,3,4,1,1,1,,1,3,1,0,3,3,10,3,,6,2,2,3
1265,2,4,5,29,38,2,15,1,1,4,8,4,4,1,,1,1,6,8,1,3,4,2,2,2,1,4,3,2,1,3,1,12,1,1,11,1,2,2
1266,2,4,5,29,38,1,13,99,0,4,11,2,1,1,,99,99,2,2,2,2,2,99,99,99,,99,3,99,0,2,4,11,1,,99,2,1,2
1267,2,4,5,29,38,1,12,1,1,4,10,3,1,1,,1,1,1,5,1,3,4,1,1,1,,1,3,2,0,3,1,10,5,,5,1,2,3
1268,2,4,5,29,38,2,16,1,1,5,13,1,3,1,,1,0,4,99,3,3,4,1,1,1,,1,3,2,0,3,4,13,1,,9,1,2,3
1269,2,4,5,29,38,2,16,1,1,4,15,3,2,1,,1,1,3,5,2,3,3,2,2,2,,4,3,1,0,1,4,13,1,,4,2,2,3
1270,2,4,5,29,38,1,16,1,1,4,12,2,2,8,,1,1,1,4,1,2,7,99,99,99,99,99,99,99,0,2,99,99,99,99,99,2,99,99
1271,unknown,4,5,unknown,unknown,2,10,1,1,3,9,2,1,1,,1,0,3,3,1,3,2,2,1,2,,1,3,1,0,3,3,99,1,,3,3,2,3
1272,2,4,5,29,39,2,14,1,1,4,11,2,2,1,,1,1,3,5,2,3,3,4,4,5,1,6,4,1,0,1,3,11,1,99,2,1,2,3
1273,2,4,5,29,39,2,12,1,1,3,99,1,1,1,,1,0,1,1,99,3,99,2,2,,,1,99,,99,,,,,,,,,
1274,2,4,5,29,39,2,14,1,1,4,12,3,2,2,,1,1,12,12,1,2,4,1,1,1,,3,3,1,0,1,1,12,1,,7,1,2,2
1275,2,4,5,29,39,2,15,1,1,5,12,3,6,4,2,1,1,4,7,1,2,4,1,1,1,,2,3,2,0,1,4,12,5,,7,1,2,3
1276,unknown,4,5,unknown,unknown,1,13,1,1,4,12,2,1,2,,1,0,2,3,2,3,3,2,2,1,,2,1,1,0,3,1,12,1,,5,1,2,3
1277,2,4,5,29,39,2,16,1,1,5,11,3,2,7,99,1,0,3,7,2,2,2,4,2,2,1,3,3,99,0,1,2,11,1,99,14,1,2,2
1278,unknown,4,5,unknown,unknown,2,12,1,1,4,12,2,2,1,,1,1,9,9,2,1,3,5,1,5,1,1,3,1,0,3,4,10,1,0,6,3,2,3
1279,2,4,5,29,39,1,16,1,1,5,9,2,2,2,,1,0,1,1,2,2,2,2,2,2,2,2,2,1,0,2,2,9,3,1,4,4,2,3
1280,2,4,5,29,39,2,17,1,0,5,14,2,4,1,,1,1,5,7,2,3,3,1,5,5,,1,3,2,0,1,3,14,1,,7,1,2,2
1281,2,4,5,30,40,2,10,1,1,3,9,2,1,1,,1,0,5,4,2,3,3,1,1,,2,2,3,1,0,,,,,1,,,,
1282,2,4,5,30,40,1,9,0,1,3,8,3,1,1,,1,1,1,3,2,3,4,5,5,1,1,1,1,1,0,3,3,8,1,0,4,2,2,3
1283,2,4,5,30,40,1,10,1,1,3,9,4,1,1,,1,1,1,3,3,1,1,1,1,,1,1,1,1,0,,,,,1,,,,
1284,2,4,5,30,40,2,9,1,1,3,8,3,1,1,,1,1,1,2,1,3,4,1,1,1,,1,3,1,0,1,3,8,2,,3,2,2,3
1285,2,4,5,30,40,2,13,1,1,4,10,3,1,5,1,1,1,3,3,2,2,2,1,2,2,,1,3,1,0,1,3,10,5,,5,1,2,3
1286,2,4,5,30,40,2,13,0,1,4,10,2,1,1,,1,0,1,2,2,2,4,5,5,5,1,1,3,1,0,1,4,10,5,0,6,1,2,3
1287,2,4,5,30,40,1,14,1,1,4,11,3,2,2,,2,0,8,8,2,3,2,99,99,99,99,2,2,99,0,99,1,11,99,99,99,2,2,2
1288,2,4,5,30,40,2,16,0,1,4,13,2,4,1,,1,1,2,3,2,3,4,1,1,1,,1,3,1,0,1,5,13,5,,7,2,2,2
1289,2,4,5,30,40,2,17,0,1,4,15,2,6,2,,1,0,1,12,2,5,2,1,2,1,,2,3,3,0,1,4,15,5,,8,1,2,3
1290,2,4,5,30,40,1,16,1,1,4,99,99,99,99,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1291,2,4,5,31,41,2,14,1,1,4,13,2,1,4,1,1,1,1,3,2,2,3,3,3,3,,1,3,1,0,2,4,13,1,,4,1,2,2
1292,2,4,5,31,41,2,10,1,1,3,8,3,1,1,,1,1,1,6,2,3,4,5,1,1,,4,3,1,0,1,3,8,5,,4,2,2,4
1293,2,4,5,31,41,1,10,1,1,3,8,3,99,99,,99,99,3,3,1,3,2,2,3,,1,99,99,99,99,,,,,1,,,,
1294,2,4,5,31,41,2,14,1,1,4,13,2,3,4,2,1,1,1,1,3,2,2,1,2,,,1,2,2,0,,,,,,,,,
1295,2,4,5,31,41,2,15,1,1,4,11,3,1,1,,1,1,3,5,1,3,2,2,2,2,,1,3,1,0,1,1,11,3,,7,2,2,3
1296,2,4,5,31,41,2,17,1,1,4,14,2,4,4,99,99,0,3,3,2,99,99,2,2,2,2,99,2,99,0,99,3,14,5,99,99,2,2,99
1297,2,4,5,31,41,1,13,1,1,4,13,3,5,1,,1,1,2,4,2,3,4,2,5,,1,2,3,1,1,,,,,0,,,,
1298,2,4,5,31,41,2,16,1,0,4,15,2,1,1,,1,1,3,3,1,3,4,5,1,1,,1,3,1,0,1,4,15,5,,6,2,2,4
1300,2,4,5,31,41,2,14,1,1,4,11,4,1,1,,1,1,1,7,2,3,4,4,4,4,,1,3,1,0,1,3,11,5,,7,2,2,4
1301,2,4,5,32,42,2,11,1,1,3,11,1,1,1,,2,0,1,3,2,3,2,2,1,1,,1,1,1,0,1,3,11,1,,1,1,2,3
1302,unknown,4,5,unknown,unknown,2,9,1,1,3,9,2,2,1,,1,0,12,12,2,1,1,1,2,1,,1,1,1,0,1,3,9,1,,2,3,1,1
1303,2,4,5,32,42,2,17,1,1,5,16,3,6,7,1,1,1,2,9,2,1,3,1,1,1,1,1,3,1,0,1,3,16,3,1,4,1,2,3
1304,2,4,5,32,42,2,14,1,1,4,9,2,1,1,,1,1,5,9,2,3,3,2,2,2,,3,3,1,0,2,2,9,2,,8,2,2,2
1305,2,4,5,32,42,1,14,1,1,4,14,1,1,3,1,1,0,3,3,1,3,4,1,1,1,,1,3,1,0,1,4,14,1,,4,1,2,3
1306,2,4,5,32,42,1,12,1,1,3,12,3,1,4,1,1,99,3,3,1,2,3,99,99,99,99,99,1,99,0,1,3,12,1,99,99,4,2,2
1307,2,4,5,32,42,2,14,1,1,4,10,2,1,1,,1,1,1,3,2,2,2,2,3,1,,1,3,1,0,1,3,10,1,,5,1,2,2
1308,2,4,5,32,42,1,14,1,1,4,10,3,1,1,,1,1,1,7,2,2,4,4,4,3,,3,3,1,0,1,3,10,1,,6,2,2,4
1309,2,4,5,32,42,1,16,1,0,5,14,2,4,2,,3,0,1,1,2,3,2,2,2,8,,1,2,3,0,2,1,14,1,,6,1,2,1
1310,2,4,5,32,42,1,16,1,1,5,14,3,2,7,1,2,1,5,8,1,2,5,2,2,2,2,3,3,2,0,1,3,14,5,0,7,1,2,2
1311,2,4,5,32,43,2,10,0,1,3,9,2,1,1,,1,1,1,3,2,2,2,1,1,,1,1,1,1,0,,,,,99,,,,
1312,2,4,5,32,43,1,10,1,1,3,8,3,1,1,,1,1,1,5,2,2,3,4,1,1,,3,3,1,0,1,4,8,1,,6,2,2,4
1313,2,4,5,32,43,2,15,1,1,4,15,4,1,1,,1,1,3,7,2,2,2,1,3,1,2,1,3,1,0,1,3,15,1,99,4,2,2,3
1314,2,4,5,32,43,2,12,1,1,4,9,3,2,1,1,1,1,5,6,2,2,3,2,4,1,1,2,3,1,0,2,1,9,1,1,7,3,2,3
1315,2,4,5,32,43,2,12,1,1,4,10,2,1,1,,1,1,3,2,2,2,2,2,2,1,1,1,3,1,0,2,3,10,1,99,6,3,2,3
1316,2,4,5,32,43,2,16,1,1,4,10,2,1,1,,1,1,3,2,2,2,2,2,2,1,1,1,3,1,0,2,3,10,1,99,4,3,2,4
1317,2,4,5,32,43,1,13,1,1,5,12,3,1,1,,1,0,3,2,1,2,3,1,1,1,1,2,3,,0,1,1,13,5,0,8,1,3,2
1320,2,4,5,32,43,1,16,1,1,5,11,3,1,1,,2,0,99,4,1,3,4,1,1,1,,1,3,1,1,1,4,11,5,,7,2,2,3
1321,2,4,5,33,44,2,10,1,1,3,9,3,1,1,,1,0,99,99,3,3,4,1,1,1,,1,1,1,0,1,3,9,2,,4,2,2,3
1322,2,4,5,33,44,1,9,1,99,3,9,1,1,1,,1,0,1,1,1,3,2,1,1,1,,1,1,,0,99,99,9,1,,2,99,3,99
1323,2,4,5,33,44,1,11,1,1,3,9,3,3,3,2,1,0,2,2,2,3,1,4,4,1,,1,1,1,0,1,3,8,1,,16,4,1,2
1324,2,4,5,33,44,2,12,1,0,3,8,2,1,1,,1,0,12,12,2,3,4,1,1,1,,1,3,1,0,1,3,8,1,,4,2,2,3
1325,2,4,5,33,44,2,13,1,1,4,10,3,1,1,,2,1,4,12,2,3,3,1,5,1,,2,3,1,0,1,3,10,2,,5,3,2,3
1326,2,4,5,33,44,1,12,0,1,99,12,2,1,2,,2,1,1,5,1,3,2,2,2,2,2,2,3,99,0,1,99,12,1,1,6,1,2,99
1327,2,4,5,33,44,1,14,1,1,5,14,2,2,2,,1,0,1,1,2,3,2,1,1,1,,1,3,,0,2,99,99,99,,99,99,99,99
1328,2,4,5,33,44,2,14,1,1,4,14,3,3,2,,1,0,1,2,2,3,4,3,3,1,,2,3,1,0,2,3,14,4,,7,3,2,4
1329,2,4,5,33,44,2,16,1,1,5,13,2,2,1,,1,1,3,5,3,2,4,1,1,1,,4,3,2,0,3,4,13,1,,9,1,2,3
1330,2,4,5,33,44,1,15,1,0,1,12,1,1,1,,1,0,99,7,1,3,5,1,1,1,,1,3,1,0,1,3,12,2,,6,2,2,4
1331,2,4,5,34,45,2,9,1,1,3,9,2,1,1,,1,1,2,1,2,2,2,2,3,1,,99,3,1,0,1,3,9,1,,2,4,2,3
1332,2,4,5,34,45,1,17,1,1,5,15,3,2,5,2,2,1,3,9,1,3,4,4,4,4,5,3,3,2,0,1,4,15,4,0,8,1,2,1
1333,2,4,5,34,45,1,10,1,1,3,7,3,1,1,,1,1,5,5,1,2,3,5,5,4,99,4,1,1,0,2,3,8,1,1,2,2,2,2
1334,2,4,5,34,45,2,14,1,1,4,12,2,4,1,,1,0,2,4,1,2,4,2,2,1,1,3,3,2,0,1,2,12,2,99,5,2,2,3
1335,2,4,5,34,45,1,13,0,1,4,10,2,3,1,,2,1,2,7,1,3,2,1,1,1,1,2,3,1,0,1,1,11,1,0,6,1,1,1
1336,2,4,5,34,45,2,12,99,99,4,10,3,99,1,,1,0,3,5,3,99,99,2,99,99,,99,2,99,0,99,99,9,5,,7,1,2,99
1337,2,4,5,34,45,2,11,0,1,3,11,2,1,1,,1,1,1,3,2,3,2,2,2,1,1,2,1,,0,99,99,99,99,99,99,99,99,99
1338,1,4,5,34,45,99,10,1,1,3,99,3,1,1,,1,0,5,3,2,3,2,1,1,1,,1,1,1,0,3,1,10,4,,3,99,2,1
1339,2,4,5,34,45,2,14,1,1,4,14,2,2,2,,1,1,1,1,3,1,3,1,1,1,,1,1,,0,1,4,14,1,,3,1,2,3
1340,2,4,5,34,45,2,14,1,1,4,14,2,2,2,,1,0,1,3,2,3,2,99,2,99,,99,2,99,0,2,1,12,2,,99,1,99,1
1341,2,6,9,57,73,2,10,1,1,3,9,2,1,1,,1,0,3,1,3,1,1,1,99,99,99,99,1,,0,1,3,9,1,99,99,1,2,2
1342,2,6,9,57,73,2,11,1,1,4,11,4,4,1,,1,1,2,2,1,4,3,2,99,99,99,4,4,1,0,99,99,1,99,1,99,99,99,4
1343,unknown,6,9,unknown,unknown,1,9,1,1,3,10,2,1,4,2,1,0,2,2,2,2,1,1,1,,99,1,99,99,99,,,,,0,,,,
1344,1,6,9,57,73,1,11,0,1,3,10,2,4,1,,1,1,12,12,2,4,1,2,1,,1,1,1,,0,,,,,1,,,,
1345,1,6,9,57,73,2,12,1,1,4,10,2,1,1,,1,1,3,4,1,1,2,2,2,,2,99,4,2,0,,,,,99,,,,
1346,unknown,6,9,unknown,unknown,2,14,1,1,4,11,3,1,1,,1,1,4,8,2,3,2,2,2,2,2,2,3,1,0,3,1,11,3,0,14,1,2,3
1347,1,6,9,57,73,1,14,1,1,3,10,4,4,3,2,1,1,99,99,2,4,5,7,7,7,1,7,4,1,0,4,1,10,3,1,1,1,1,99
1349,unknown,6,9,unknown,unknown,2,16,1,1,5,17,2,1,4,2,1,1,3,3,1,3,3,4,4,3,2,4,4,2,0,3,1,12,2,99,1,1,2,2
1351,unknown,6,9,unknown,unknown,2,13,1,1,4,13,2,4,3,1,1,1,3,1,2,2,2,1,3,3,,1,3,1,0,1,4,13,1,,3,1,2,1
1352,unknown,6,9,unknown,unknown,2,10,1,1,3,10,2,1,1,,1,1,4,4,1,3,1,2,1,1,1,1,3,1,0,1,1,10,2,0,3,99,2,3
1353,unknown,6,9,unknown,unknown,1,10,1,1,3,8,2,1,1,,1,1,3,6,1,3,1,1,99,99,,99,1,1,0,3,1,8,1,,99,2,1,3
1354,2,6,9,58,74,1,11,1,1,3,9,2,4,4,2,1,1,2,3,1,1,3,4,4,4,4,1,4,2,0,4,1,9,2,0,6,1,2,2
1355,2,6,9,58,74,2,14,1,1,4,1,2,4,1,,1,0,1,2,2,2,4,4,1,1,,4,3,2,0,1,99,13,1,,6,99,1,3
1356,2,6,9,58,74,1,12,0,1,3,11,3,1,1,,1,1,3,4,1,3,3,2,4,5,2,1,4,,0,3,3,11,3,0,6,1,1,1
1357,unknown,6,9,unknown,unknown,2,14,99,99,99,10,3,2,7,2,1,1,7,9,2,3,2,2,2,2,2,4,3,2,0,4,1,11,2,0,5,3,2,4
1358,2,6,9,58,74,2,15,0,1,4,13,2,2,2,,1,0,3,3,2,2,2,2,2,,,2,1,1,0,,,,,,,,,
1359,2,6,9,58,74,1,15,1,1,4,12,4,1,1,,1,1,1,3,1,4,3,1,1,,1,1,1,,99,,,,,0,,,,
1360,unknown,6,9,unknown,unknown,1,15,1,1,4,12,3,2,1,,1,1,3,5,1,3,2,2,2,1,1,1,3,1,0,1,2,12,2,0,7,3,2,3
1362,2,6,9,59,75,2,11,1,1,3,7,4,1,3,1,2,1,99,99,1,1,6,5,1,1,99,99,1,,0,1,3,7,1,1,99,1,1,99
1363,2,6,9,59,75,1,10,1,1,3,9,1,1,99,,1,0,2,2,1,2,3,99,99,,,99,1,1,0,,,,,,,,,
1364,1,6,9,59,75,2,13,1,1,4,11,4,7,1,,2,1,3,1,1,2,6,7,7,7,1,7,4,2,1,4,3,11,1,1,7,2,2,3
1366,unknown,6,9,unknown,unknown,1,13,1,1,4,12,2,1,1,,1,1,1,3,1,3,2,1,1,1,1,1,3,1,0,1,1,12,1,0,99,1,1,3
1367,2,6,9,59,75,1,16,1,1,4,5,2,4,1,,1,1,3,1,1,4,3,1,1,,1,5,4,,99,,,,,0,,,,
1369,2,6,9,59,75,1,15,1,1,5,12,2,2,1,,1,0,2,1,2,2,2,1,2,1,1,2,2,,0,2,4,12,1,0,3,1,2,2
1371,unknown,6,9,unknown,unknown,1,10,1,1,3,10,2,2,2,,1,0,2,2,2,2,2,2,2,1,1,1,2,,0,2,3,10,1,1,6,1,2,3
1372,unknown,6,9,unknown,unknown,1,10,1,1,3,6,2,1,1,,1,1,2,2,1,3,2,1,1,,1,1,1,1,0,,,,,0,,,,
1374,unknown,6,9,unknown,unknown,1,11,1,1,3,7,2,1,1,,1,1,3,4,1,1,1,1,1,,1,1,1,,0,,,,,0,,,,
1375,unknown,6,9,unknown,unknown,2,12,1,1,4,9,2,1,99,,1,1,1,3,1,1,3,1,99,99,99,3,2,1,0,1,3,9,1,0,99,1,2,2
1376,unknown,6,9,unknown,unknown,2,13,1,1,4,11,2,1,4,2,1,1,3,6,2,2,3,4,4,4,4,1,4,2,1,3,1,12,3,1,4,1,2,2
1377,unknown,6,9,unknown,unknown,1,11,1,1,5,10,2,3,2,,1,1,2,3,1,2,3,4,2,3,1,1,3,2,0,2,3,10,1,1,8,1,2,3
1378,unknown,6,9,unknown,unknown,2,15,1,1,4,11,4,2,2,,2,1,7,9,1,2,4,2,2,2,2,6,3,2,1,3,2,12,1,0,11,1,2,2
1379,unknown,6,9,unknown,unknown,2,17,1,1,5,13,3,5,1,,1,1,9,9,4,2,5,2,2,2,,1,3,2,0,1,1,13,1,,12,1,2,3
1381,2,6,9,61,77,2,9,1,1,3,8,2,2,1,,1,1,1,99,3,5,1,2,1,1,,1,2,1,0,99,99,99,99,,99,99,99,99
1382,2,6,9,61,77,2,10,0,1,3,10,1,1,6,1,1,1,3,3,1,3,4,4,99,99,99,1,2,,0,3,3,10,1,1,99,1,1,4
1383,unknown,6,9,unknown,unknown,1,10,1,1,3,9,2,2,1,,1,1,3,3,2,3,2,1,1,1,1,1,2,,0,1,1,9,1,99,3,1,99,3
1384,unknown,6,9,unknown,unknown,2,13,1,1,4,10,1,1,1,,1,0,2,2,1,2,2,99,99,99,,2,2,,0,1,3,10,1,,99,1,2,99
1385,unknown,6,9,unknown,unknown,1,12,1,1,3,11,2,1,1,,1,1,3,3,2,3,2,1,1,,1,1,1,1,0,,,,,1,,,,
1386,unknown,6,9,unknown,unknown,2,9,1,1,4,9,2,1,1,,1,0,2,2,3,1,3,1,2,,,1,1,1,0,,,,,,,,,
1387,1,6,9,61,77,2,16,0,1,99,12,99,7,5,2,2,1,99,99,1,2,3,99,99,99,99,99,4,2,1,4,1,12,4,99,7,3,1,3
1388,unknown,6,9,unknown,unknown,2,17,1,0,5,13,2,6,3,1,1,1,2,3,2,2,5,3,2,4,,4,2,2,1,3,1,13,1,,3,1,2,3
1389,1,6,9,61,77,1,16,1,1,4,14,2,3,1,,1,1,4,4,2,3,2,1,5,1,1,1,3,2,0,2,1,14,1,1,4,2,2,2
1390,unknown,6,9,unknown,unknown,1,16,0,1,5,13,2,2,1,,1,1,5,4,2,3,2,1,2,2,1,2,3,2,0,3,1,13,1,1,5,1,2,2
1391,unknown,6,9,unknown,unknown,2,9,1,1,4,9,2,1,2,,1,1,2,2,2,2,2,1,2,1,,1,2,1,0,2,4,9,1,,4,1,2,2
1392,unknown,6,9,unknown,unknown,2,10,1,1,3,6,3,1,1,,1,1,4,7,1,3,2,1,1,1,1,1,1,1,0,1,99,99,0,1,99,99,1,99
1393,2,6,9,61,78,1,12,1,1,3,12,2,1,1,,99,0,4,8,1,4,2,99,99,99,99,99,1,,0,1,4,12,1,99,99,1,99,99
1394,unknown,6,9,unknown,unknown,2,13,1,1,4,13,3,5,1,,1,1,3,7,3,3,2,1,5,1,,1,3,1,0,3,2,13,1,,7,1,2,3
1395,2,6,9,61,78,1,13,1,1,4,12,2,2,4,2,1,1,2,3,2,3,3,3,99,99,,2,2,,0,99,2,12,2,,99,1,2,3
1396,unknown,6,9,unknown,unknown,2,14,0,1,4,8,3,3,4,2,1,1,4,8,1,2,4,4,4,4,5,2,4,2,1,4,1,8,3,0,13,1,2,2
1397,unknown,6,9,unknown,unknown,2,17,1,1,5,12,3,2,2,,1,1,3,3,2,3,2,5,5,5,,5,99,99,0,2,1,14,1,,99,2,99,99
1400,unknown,6,9,unknown,unknown,2,13,1,1,4,1,2,2,2,,1,1,2,4,2,2,3,4,3,5,2,2,2,2,0,2,3,8,1,1,8,1,2,3
1401,2,6,9,61,79,2,10,0,1,7,10,2,1,1,,1,1,3,3,3,1,2,4,3,1,1,1,3,,0,1,3,10,1,0,2,4,2,1
1402,2,6,9,61,79,2,11,1,1,7,10,2,1,3,2,2,0,2,4,3,4,3,4,3,3,4,3,4,1,0,3,3,10,1,1,4,1,1,3
1404,2,6,9,61,79,1,10,0,1,7,8,2,2,2,,1,1,3,3,2,1,2,1,1,,1,1,1,,0,,,,,0,,,,
1405,unknown,6,9,unknown,unknown,2,13,1,1,4,11,2,1,1,,1,1,10,9,1,3,4,2,2,2,,2,3,2,0,3,2,11,1,,14,1,2,3
